locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_02256	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
DFNAAEMK_02257	CDS	750	btuD_1	3.6.3.33	COG4138	Vitamin B12 import ATP-binding protein BtuD
DFNAAEMK_02258	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
DFNAAEMK_02259	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
DFNAAEMK_02260	CDS	1437				hypothetical protein
DFNAAEMK_02261	CDS	192	ydiE		COG4256	putative protein YdiE
DFNAAEMK_02262	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
DFNAAEMK_02263	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
DFNAAEMK_02264	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
DFNAAEMK_02265	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
DFNAAEMK_02266	CDS	939	rhaR_3			HTH-type transcriptional activator RhaR
DFNAAEMK_02267	CDS	837	rhaS_2			HTH-type transcriptional activator RhaS
DFNAAEMK_02268	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
DFNAAEMK_02269	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
DFNAAEMK_02270	CDS	318	metJ		COG3060	Met repressor
DFNAAEMK_02271	CDS	1044	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
DFNAAEMK_02272	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
DFNAAEMK_02273	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
DFNAAEMK_02274	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
DFNAAEMK_02275	CDS	906	yijE			putative cystine transporter YijE
DFNAAEMK_02276	CDS	618				hypothetical protein
DFNAAEMK_02277	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
DFNAAEMK_02278	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
DFNAAEMK_02279	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
DFNAAEMK_02280	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
DFNAAEMK_02281	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
DFNAAEMK_02282	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
DFNAAEMK_02283	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
DFNAAEMK_02284	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
DFNAAEMK_02285	CDS	852	rhaS_3			HTH-type transcriptional activator RhaS
DFNAAEMK_02286	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
DFNAAEMK_02287	CDS	684	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
DFNAAEMK_02288	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
DFNAAEMK_02289	CDS	645	gfcB_1			putative lipoprotein GfcB
DFNAAEMK_02290	CDS	747				hypothetical protein
DFNAAEMK_02291	CDS	2097				hypothetical protein
DFNAAEMK_02292	CDS	1140				hypothetical protein
DFNAAEMK_02293	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
DFNAAEMK_02294	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
DFNAAEMK_02295	CDS	1299	appA			Periplasmic AppA protein
DFNAAEMK_02296	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
DFNAAEMK_02297	CDS	1137	appB	1.10.3.10	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
DFNAAEMK_02298	CDS	1545	appC	1.10.3.10	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
DFNAAEMK_02299	CDS	858				hypothetical protein
DFNAAEMK_02300	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
DFNAAEMK_02301	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
DFNAAEMK_02302	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
DFNAAEMK_02303	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
DFNAAEMK_02304	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
DFNAAEMK_02305	tRNA	88				tRNA-Ser(tga)
DFNAAEMK_02306	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
DFNAAEMK_02307	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
DFNAAEMK_02308	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
DFNAAEMK_02309	CDS	654				hypothetical protein
DFNAAEMK_02310	CDS	810				hypothetical protein
DFNAAEMK_02311	CDS	393	ychQ		COG3094	Protein YchQ
DFNAAEMK_02312	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DFNAAEMK_02313	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
DFNAAEMK_02314	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DFNAAEMK_02315	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
DFNAAEMK_02316	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DFNAAEMK_02317	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DFNAAEMK_02318	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
DFNAAEMK_02319	CDS	279				hypothetical protein
DFNAAEMK_02320	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
DFNAAEMK_02321	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
DFNAAEMK_02322	CDS	180				hypothetical protein
DFNAAEMK_02323	CDS	2868				hypothetical protein
DFNAAEMK_02324	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
DFNAAEMK_02325	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
DFNAAEMK_02326	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
DFNAAEMK_02327	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
DFNAAEMK_02328	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
DFNAAEMK_02329	CDS	228				hypothetical protein
DFNAAEMK_02330	CDS	501				hypothetical protein
DFNAAEMK_02331	CDS	483				hypothetical protein
DFNAAEMK_02332	CDS	747				ISAs1 family transposase ISEc26
DFNAAEMK_02333	CDS	735				hypothetical protein
DFNAAEMK_02334	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
DFNAAEMK_02335	tRNA	77				tRNA-Pro(tgg)
DFNAAEMK_02336	tRNA	87				tRNA-Leu(cag)
DFNAAEMK_02337	tRNA	76				tRNA-His(gtg)
DFNAAEMK_02338	tRNA	77				tRNA-Arg(ccg)
DFNAAEMK_02339	CDS	1086	yifK_1		COG1113	putative transport protein YifK
DFNAAEMK_02340	CDS	318	yifK_2		COG1113	putative transport protein YifK
DFNAAEMK_02341	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
DFNAAEMK_02342	CDS	1353	wzyE			putative ECA polymerase
DFNAAEMK_02343	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
DFNAAEMK_02344	CDS	1251	wzxE		COG2244	Lipid III flippase
DFNAAEMK_02345	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
DFNAAEMK_02346	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
DFNAAEMK_02347	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
DFNAAEMK_02348	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
DFNAAEMK_02349	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
DFNAAEMK_02350	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
DFNAAEMK_02351	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
DFNAAEMK_02352	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
DFNAAEMK_02353	CDS	219				hypothetical protein
DFNAAEMK_02354	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DFNAAEMK_02355	CDS	330	trxA		COG0526	Thioredoxin 1
DFNAAEMK_02356	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
DFNAAEMK_02357	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
DFNAAEMK_02358	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
DFNAAEMK_02359	CDS	219				hypothetical protein
DFNAAEMK_02360	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
DFNAAEMK_02361	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
DFNAAEMK_02362	CDS	894	gltC_1			HTH-type transcriptional regulator GltC
DFNAAEMK_02363	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DFNAAEMK_02364	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DFNAAEMK_02365	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DFNAAEMK_02366	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
DFNAAEMK_02367	CDS	537	ilvG_1	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DFNAAEMK_02368	CDS	984	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DFNAAEMK_02369	CDS	1521	comM		COG0606	Competence protein ComM
DFNAAEMK_02370	CDS	339				hypothetical protein
DFNAAEMK_02371	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
DFNAAEMK_02372	tRNA	76				tRNA-Trp(cca)
DFNAAEMK_02373	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
DFNAAEMK_02374	CDS	576	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
DFNAAEMK_02375	CDS	474	ccmH_3		COG3088	Cytochrome c-type biogenesis protein CcmH
DFNAAEMK_02376	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
DFNAAEMK_02377	CDS	1944	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
DFNAAEMK_02378	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
DFNAAEMK_02379	CDS	210	ccmD		COG3114	Heme exporter protein D
DFNAAEMK_02380	CDS	738	ccmC		COG0755	Heme exporter protein C
DFNAAEMK_02381	CDS	663	ccmB		COG2386	Heme exporter protein B
DFNAAEMK_02382	CDS	618	ccmA	3.6.3.41	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
DFNAAEMK_02383	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
DFNAAEMK_02384	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
DFNAAEMK_02385	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
DFNAAEMK_02386	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
DFNAAEMK_02387	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
DFNAAEMK_02388	CDS	264	napD		COG3062	Chaperone NapD
DFNAAEMK_02389	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
DFNAAEMK_02390	CDS	165				hypothetical protein
DFNAAEMK_02391	CDS	489	eco		COG4574	Ecotin
DFNAAEMK_02392	tRNA	77				tRNA-Pro(cgg)
DFNAAEMK_02393	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
DFNAAEMK_02394	CDS	1209	yhjX			putative MFS-type transporter YhjX
DFNAAEMK_02395	CDS	699				hypothetical protein
DFNAAEMK_02396	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
DFNAAEMK_02397	CDS	441	yjaB_1	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
DFNAAEMK_02398	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
DFNAAEMK_02399	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
DFNAAEMK_02400	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
DFNAAEMK_02401	CDS	711				hypothetical protein
DFNAAEMK_02402	CDS	291				hypothetical protein
DFNAAEMK_02403	CDS	213	cspA		COG1278	Cold shock protein CspA
DFNAAEMK_02404	CDS	153	hokA			Protein HokA
DFNAAEMK_02405	CDS	522				IS3 family transposase IS103
DFNAAEMK_02406	CDS	366				IS3 family transposase IS150
DFNAAEMK_02407	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DFNAAEMK_02408	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
DFNAAEMK_02409	CDS	300				hypothetical protein
DFNAAEMK_02410	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
DFNAAEMK_02411	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
DFNAAEMK_02412	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
DFNAAEMK_02413	CDS	384				hypothetical protein
DFNAAEMK_02414	tRNA	85				tRNA-Leu(caa)
DFNAAEMK_02415	CDS	1191	intA_1		COG0582	Prophage integrase IntA
DFNAAEMK_02416	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
DFNAAEMK_02417	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
DFNAAEMK_02418	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
DFNAAEMK_02419	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
DFNAAEMK_02420	CDS	930	fdhE		COG3058	Protein FdhE
DFNAAEMK_02421	CDS	183				hypothetical protein
DFNAAEMK_02422	CDS	243				hypothetical protein
DFNAAEMK_02423	CDS	219				hypothetical protein
DFNAAEMK_02424	CDS	108				hypothetical protein
DFNAAEMK_02425	CDS	942				hypothetical protein
DFNAAEMK_02426	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DFNAAEMK_02427	CDS	873				hypothetical protein
DFNAAEMK_02428	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
DFNAAEMK_02429	CDS	786	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
DFNAAEMK_02430	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
DFNAAEMK_02431	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
DFNAAEMK_02432	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
DFNAAEMK_02433	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
DFNAAEMK_02434	CDS	792				hypothetical protein
DFNAAEMK_02435	CDS	483				hypothetical protein
DFNAAEMK_02436	tRNA	76				tRNA-Met(cat)
DFNAAEMK_02437	CDS	333				hypothetical protein
DFNAAEMK_02438	CDS	687				hypothetical protein
DFNAAEMK_02439	CDS	792				hypothetical protein
DFNAAEMK_02440	CDS	978	csiD			Protein CsiD
DFNAAEMK_02441	CDS	1269	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
DFNAAEMK_02442	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
DFNAAEMK_02443	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
DFNAAEMK_02444	CDS	549	fimA			Type-1 fimbrial protein, A chain
DFNAAEMK_02445	CDS	498	lpfA			putative major fimbrial subunit LpfA
DFNAAEMK_02446	CDS	726	fimC			Chaperone protein FimC
DFNAAEMK_02447	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
DFNAAEMK_02448	CDS	531	fimF_2			Protein FimF
DFNAAEMK_02449	CDS	504	fimG_2			Protein FimG
DFNAAEMK_02450	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
DFNAAEMK_02451	CDS	597	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
DFNAAEMK_02452	CDS	1233	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
DFNAAEMK_02453	CDS	693	ompL			Porin OmpL
DFNAAEMK_02454	CDS	1266	yihN			Inner membrane protein YihN
DFNAAEMK_02455	CDS	981				hypothetical protein
DFNAAEMK_02456	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
DFNAAEMK_02457	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
DFNAAEMK_02458	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
DFNAAEMK_02459	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
DFNAAEMK_02460	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
DFNAAEMK_02461	CDS	111	yshB			putative protein YshB
DFNAAEMK_02462	CDS	1374	hemN_1	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
DFNAAEMK_02463	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
DFNAAEMK_02464	CDS	633	engB		COG0218	putative GTP-binding protein EngB
DFNAAEMK_02465	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
DFNAAEMK_02466	CDS	186				hypothetical protein
DFNAAEMK_02467	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
DFNAAEMK_02468	CDS	1431	ydgA_2		COG5339	Protein YdgA
DFNAAEMK_02469	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
DFNAAEMK_02470	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
DFNAAEMK_02471	CDS	270	yihD		COG3084	Protein YihD
DFNAAEMK_02472	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
DFNAAEMK_02473	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
DFNAAEMK_02474	CDS	90				hypothetical protein
DFNAAEMK_02475	CDS	1428	rocC		COG0833	Amino-acid permease RocC
DFNAAEMK_02476	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
DFNAAEMK_02477	CDS	1047	ugpC_2	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
DFNAAEMK_02478	CDS	363				hypothetical protein
DFNAAEMK_02479	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
DFNAAEMK_02480	CDS	915	dmlR_3			HTH-type transcriptional regulator DmlR
DFNAAEMK_02481	CDS	780				hypothetical protein
DFNAAEMK_02482	CDS	624	ycgJ	2.1.1.-		putative methyltransferase YcgJ
DFNAAEMK_02483	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
DFNAAEMK_02484	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
DFNAAEMK_02485	CDS	723				hypothetical protein
DFNAAEMK_02486	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
DFNAAEMK_02487	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
DFNAAEMK_02488	tRNA	77				tRNA-Asp(gtc)
DFNAAEMK_02489	CDS	786				hypothetical protein
DFNAAEMK_02490	CDS	480				hypothetical protein
DFNAAEMK_02491	CDS	339				hypothetical protein
DFNAAEMK_02492	CDS	1137	hemN_2	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
DFNAAEMK_02493	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DFNAAEMK_02494	CDS	291				hypothetical protein
DFNAAEMK_02495	CDS	567				hypothetical protein
DFNAAEMK_02496	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
DFNAAEMK_02497	CDS	981	yggR		COG2805	putative protein YggR
DFNAAEMK_02498	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
DFNAAEMK_02499	CDS	636				hypothetical protein
DFNAAEMK_02500	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
DFNAAEMK_02501	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DFNAAEMK_02502	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
DFNAAEMK_02503	CDS	456	sprT			Protein SprT
DFNAAEMK_02504	CDS	1395	galP			Galactose-proton symporter
DFNAAEMK_02505	CDS	873				hypothetical protein
DFNAAEMK_02506	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
DFNAAEMK_02507	CDS	2310	bcsB			Cyclic di-GMP-binding protein
DFNAAEMK_02508	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
DFNAAEMK_02509	CDS	729	bcsQ			Cellulose biosynthesis protein BcsQ
DFNAAEMK_02510	CDS	189	yhjR			Protein YhjR
DFNAAEMK_02511	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
DFNAAEMK_02512	CDS	192				hypothetical protein
DFNAAEMK_02513	CDS	1680				hypothetical protein
DFNAAEMK_02514	CDS	108	ldrD			Small toxic polypeptide LdrD
DFNAAEMK_02515	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
DFNAAEMK_02516	CDS	1005	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
DFNAAEMK_02517	CDS	648	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
DFNAAEMK_02518	CDS	318	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
DFNAAEMK_02519	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
DFNAAEMK_02520	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
DFNAAEMK_02521	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
DFNAAEMK_02522	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
DFNAAEMK_02523	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
DFNAAEMK_02524	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
DFNAAEMK_02525	CDS	1503	fruK	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
DFNAAEMK_02526	CDS	210	fumD	4.2.1.2		Fumarase D
DFNAAEMK_02527	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
DFNAAEMK_02528	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
DFNAAEMK_02529	CDS	639	ydhW			putative protein YdhW
DFNAAEMK_02530	CDS	669	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
DFNAAEMK_02531	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
DFNAAEMK_02532	CDS	765	ydhT			putative protein YdhT
DFNAAEMK_02533	CDS	1605				hypothetical protein
DFNAAEMK_02534	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
DFNAAEMK_02535	tRNA	77				tRNA-Val(gac)
DFNAAEMK_02536	tRNA	77				tRNA-Val(gac)
DFNAAEMK_02537	CDS	1257				putative autotransporter
DFNAAEMK_02538	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
DFNAAEMK_02539	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
DFNAAEMK_02540	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
DFNAAEMK_02541	CDS	1212	ydhC			Inner membrane transport protein YdhC
DFNAAEMK_02542	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
DFNAAEMK_02543	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
DFNAAEMK_02544	CDS	90	ynhF			putative protein YnhF
DFNAAEMK_02545	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
DFNAAEMK_02546	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
DFNAAEMK_02547	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
DFNAAEMK_02548	CDS	348	grxD		COG0278	Glutaredoxin 4
DFNAAEMK_02549	CDS	4617	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
DFNAAEMK_02550	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
DFNAAEMK_02551	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
DFNAAEMK_02552	CDS	1098	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
DFNAAEMK_02553	CDS	600	nemR			HTH-type transcriptional repressor NemR
DFNAAEMK_02554	CDS	240				hypothetical protein
DFNAAEMK_02555	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
DFNAAEMK_02556	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
DFNAAEMK_02557	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
DFNAAEMK_02558	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
DFNAAEMK_02559	CDS	237				hypothetical protein
DFNAAEMK_02560	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
DFNAAEMK_02561	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
DFNAAEMK_02562	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
DFNAAEMK_02563	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
DFNAAEMK_02564	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DFNAAEMK_02565	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DFNAAEMK_02566	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
DFNAAEMK_02567	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
DFNAAEMK_02568	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
DFNAAEMK_02569	CDS	201				hypothetical protein
DFNAAEMK_02570	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
DFNAAEMK_02571	CDS	696	rsxE		COG4660	Electron transport complex subunit RsxE
DFNAAEMK_02572	CDS	621	rsxG		COG4659	Electron transport complex subunit RsxG
DFNAAEMK_02573	CDS	1059	rsxD		COG4658	Electron transport complex subunit RsxD
DFNAAEMK_02574	CDS	888	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
